account_id,customer_id,bank_name,account_type,ifsc_code,account_open_date,account_status,salary_account,average_balance,upi_linked
ACC10495,CUST10495,HDFC Bank,Salary,HDFC002730,2023-09-29,Active,TRUE,97239.77,TRUE
ACC10496,CUST10496,IndusInd Bank,Savings,INDB007732,2019-04-18,Active,TRUE,143286.18,TRUE
ACC10497,CUST10497,Punjab National Bank,Salary,PUNB003356,2021-10-29,Active,TRUE,179954.67,TRUE
ACC10498,CUST10498,IndusInd Bank,Savings,INDB004892,2023-05-13,Active,TRUE,107410.34,TRUE
ACC10499,CUST10499,Kotak Mahindra Bank,Savings,KKBK006094,2020-07-06,Active,FALSE,179129.44,TRUE
ACC10500,CUST10500,Kotak Mahindra Bank,Savings,KKBK008259,2018-01-08,Active,FALSE,98381.06,TRUE
ACC10501,CUST10501,Bank of Baroda,Current,BARB004463,2023-04-23,Active,FALSE,91781.81,TRUE
ACC10502,CUST10502,State Bank of India,Savings,SBIN009442,2015-09-26,Active,FALSE,55730.6,TRUE
ACC10503,CUST10503,IDFC FIRST Bank,Savings,IDFB001474,2017-02-28,Active,FALSE,23558.14,TRUE
ACC10504,CUST10504,State Bank of India,Savings,SBIN008478,2019-01-16,Active,FALSE,41185.48,TRUE
ACC10505,CUST10505,IDFC FIRST Bank,Savings,IDFB007503,2022-08-22,Active,FALSE,72356.84,TRUE
ACC10506,CUST10506,ICICI Bank,Salary,ICIC008775,2021-03-08,Active,TRUE,21815.95,TRUE
ACC10507,CUST10507,Union Bank of India,Savings,UBIN002480,2015-04-23,Active,TRUE,170498.06,FALSE
ACC10508,CUST10508,Axis Bank,Savings,UTIB004688,2018-01-07,Active,TRUE,156407.6,FALSE
ACC10509,CUST10509,Canara Bank,Current,CNRB001145,2016-06-25,Active,FALSE,84498.86,TRUE
ACC10510,CUST10510,Kotak Mahindra Bank,Savings,KKBK006004,2019-10-02,Active,FALSE,90208.48,TRUE
ACC10511,CUST10511,Kotak Mahindra Bank,Salary,KKBK009530,2019-06-15,Active,TRUE,28792.59,FALSE
ACC10512,CUST10512,IndusInd Bank,Savings,INDB005631,2022-09-04,Active,FALSE,18406.17,FALSE
ACC10513,CUST10513,Canara Bank,Savings,CNRB006327,2017-12-05,Active,FALSE,80328.02,TRUE
ACC10514,CUST10514,Axis Bank,Salary,UTIB003456,2023-08-02,Active,TRUE,38534.32,TRUE
ACC10515,CUST10515,YES Bank,Savings,YESB007620,2022-08-20,Active,TRUE,170243.37,TRUE
ACC10516,CUST10516,Punjab National Bank,Current,PUNB007628,2023-04-06,Active,FALSE,47467.68,TRUE
ACC10517,CUST10517,Axis Bank,Savings,UTIB006622,2022-09-12,Active,FALSE,75915.11,TRUE
ACC10518,CUST10518,Canara Bank,Salary,CNRB006873,2018-05-14,Active,TRUE,112126.64,TRUE
ACC10519,CUST10519,ICICI Bank,Savings,ICIC005813,2020-04-12,Active,TRUE,176088.72,TRUE
ACC10520,CUST10520,ICICI Bank,Savings,ICIC006499,2017-06-29,Active,FALSE,89145.76,TRUE
ACC10521,CUST10521,IndusInd Bank,Savings,INDB007089,2021-07-26,Active,FALSE,107440.16,TRUE
ACC10522,CUST10522,YES Bank,Current,YESB002166,2017-03-07,Active,FALSE,118425.72,TRUE
ACC10523,CUST10523,Kotak Mahindra Bank,Savings,KKBK007768,2016-09-09,Active,FALSE,30110.37,TRUE
ACC10524,CUST10524,YES Bank,Savings,YESB008496,2018-07-19,Active,FALSE,17981.4,TRUE
ACC10525,CUST10525,IndusInd Bank,Savings,INDB003897,2022-02-11,Active,FALSE,64623.1,TRUE
ACC10526,CUST10526,ICICI Bank,Current,ICIC003595,2023-10-22,Active,FALSE,26177.95,TRUE
ACC10527,CUST10527,Canara Bank,Current,CNRB008035,2019-10-24,Inactive,FALSE,54958.05,TRUE
ACC10528,CUST10528,Axis Bank,Savings,UTIB007112,2018-08-12,Active,FALSE,80971.98,TRUE
ACC10529,CUST10529,State Bank of India,Savings,SBIN005076,2022-10-11,Active,FALSE,40908.9,TRUE
ACC10530,CUST10530,IDFC FIRST Bank,Savings,IDFB006015,2015-09-25,Active,FALSE,61458.11,TRUE
ACC10531,CUST10531,Union Bank of India,Salary,UBIN009524,2020-11-16,Active,TRUE,100528.54,FALSE
ACC10532,CUST10532,IndusInd Bank,Savings,INDB009031,2023-05-31,Active,FALSE,66677.4,TRUE
ACC10533,CUST10533,Punjab National Bank,Savings,PUNB001313,2017-07-07,Active,TRUE,205301.0,TRUE
ACC10534,CUST10534,ICICI Bank,Savings,ICIC003017,2022-12-22,Active,FALSE,9230.39,TRUE
ACC10535,CUST10535,Kotak Mahindra Bank,Salary,KKBK009761,2015-07-19,Active,TRUE,6802.1,TRUE
ACC10536,CUST10536,State Bank of India,Savings,SBIN001790,2019-09-04,Active,TRUE,146356.65,TRUE
ACC10537,CUST10537,Axis Bank,Savings,UTIB001152,2019-09-20,Active,FALSE,36299.18,TRUE
ACC10538,CUST10538,YES Bank,Current,YESB003247,2016-03-05,Active,FALSE,80820.49,TRUE
ACC10539,CUST10539,HDFC Bank,Savings,HDFC009154,2021-10-30,Active,TRUE,125353.29,TRUE
ACC10540,CUST10540,Union Bank of India,Savings,UBIN007713,2016-10-18,Active,FALSE,84030.91,TRUE
ACC10541,CUST10541,Bank of Baroda,Savings,BARB006416,2015-01-12,Active,FALSE,18713.89,TRUE
ACC10542,CUST10542,YES Bank,Savings,YESB009095,2016-01-04,Active,FALSE,26737.64,TRUE
ACC10543,CUST10543,Kotak Mahindra Bank,Current,KKBK004787,2018-04-27,Active,FALSE,9665.39,TRUE
ACC10544,CUST10544,State Bank of India,Savings,SBIN005760,2023-12-28,Active,FALSE,70685.35,TRUE
ACC10545,CUST10545,State Bank of India,Savings,SBIN001158,2022-06-10,Active,TRUE,167611.88,FALSE
ACC10546,CUST10546,Kotak Mahindra Bank,Savings,KKBK002522,2018-11-04,Active,FALSE,64090.77,FALSE
ACC10547,CUST10547,Kotak Mahindra Bank,Current,KKBK007319,2023-12-21,Active,FALSE,98771.29,TRUE
ACC10548,CUST10548,ICICI Bank,Savings,ICIC001960,2016-02-29,Active,TRUE,368441.28,TRUE
ACC10549,CUST10549,ICICI Bank,Savings,ICIC007221,2021-11-09,Active,FALSE,196898.9,FALSE
ACC10550,CUST10550,ICICI Bank,Current,ICIC008914,2016-04-07,Active,FALSE,54726.44,TRUE
ACC10551,CUST10551,Canara Bank,Savings,CNRB006148,2022-11-25,Active,TRUE,156756.38,TRUE
ACC10552,CUST10552,Axis Bank,Salary,UTIB006542,2020-11-12,Active,TRUE,61515.85,TRUE
ACC10553,CUST10553,Union Bank of India,Current,UBIN005072,2018-11-17,Active,FALSE,83513.55,TRUE
ACC10554,CUST10554,IDFC FIRST Bank,Savings,IDFB001894,2022-03-20,Active,FALSE,56575.58,TRUE
ACC10555,CUST10555,Bank of Baroda,Savings,BARB003709,2023-06-05,Active,FALSE,43905.01,FALSE
ACC10556,CUST10556,State Bank of India,Savings,SBIN009305,2021-03-04,Active,FALSE,35785.94,TRUE
ACC10557,CUST10557,Bank of Baroda,Salary,BARB008277,2020-01-10,Active,TRUE,34111.07,TRUE
ACC10558,CUST10558,Bank of Baroda,Savings,BARB001291,2019-07-11,Active,TRUE,19084.49,TRUE
ACC10559,CUST10559,YES Bank,Salary,YESB005990,2021-04-22,Active,TRUE,167737.18,FALSE
ACC10560,CUST10560,IndusInd Bank,Savings,INDB001889,2020-02-05,Active,FALSE,132275.16,TRUE
ACC10561,CUST10561,Union Bank of India,Current,UBIN006952,2016-04-12,Active,FALSE,50659.99,TRUE
ACC10562,CUST10562,Canara Bank,Salary,CNRB005783,2020-11-08,Active,TRUE,32011.56,TRUE
ACC10563,CUST10563,Bank of Baroda,Current,BARB003301,2016-03-14,Active,TRUE,35005.72,TRUE
ACC10564,CUST10564,Axis Bank,Savings,UTIB008488,2023-01-14,Active,FALSE,59903.31,TRUE
ACC10565,CUST10565,Canara Bank,Current,CNRB003018,2020-02-17,Active,FALSE,57735.98,TRUE
ACC10566,CUST10566,IDFC FIRST Bank,Salary,IDFB001795,2019-11-08,Active,TRUE,60897.62,TRUE
ACC10567,CUST10567,ICICI Bank,Savings,ICIC003845,2016-02-29,Active,FALSE,39991.45,TRUE
ACC10568,CUST10568,IDFC FIRST Bank,Current,IDFB007302,2021-10-30,Active,FALSE,61714.11,FALSE
ACC10569,CUST10569,Kotak Mahindra Bank,Savings,KKBK008419,2016-07-19,Active,FALSE,149570.61,TRUE
ACC10570,CUST10570,Union Bank of India,Savings,UBIN009975,2022-12-25,Active,FALSE,82858.44,TRUE
ACC10571,CUST10571,Axis Bank,Savings,UTIB005760,2022-07-17,Active,FALSE,66904.98,FALSE
ACC10572,CUST10572,ICICI Bank,Salary,ICIC009255,2022-10-14,Active,TRUE,56608.83,TRUE
ACC10573,CUST10573,IDFC FIRST Bank,Salary,IDFB008870,2021-05-26,Inactive,TRUE,70740.88,TRUE
ACC10574,CUST10574,IDFC FIRST Bank,Current,IDFB005684,2015-02-22,Active,FALSE,10473.95,TRUE
ACC10575,CUST10575,Canara Bank,Savings,CNRB001927,2017-12-29,Active,TRUE,60858.49,TRUE
ACC10576,CUST10576,State Bank of India,Savings,SBIN005835,2023-06-14,Active,FALSE,50672.43,TRUE
ACC10577,CUST10577,YES Bank,Salary,YESB004675,2019-05-12,Active,TRUE,75864.14,TRUE
ACC10578,CUST10578,Kotak Mahindra Bank,Current,KKBK001769,2019-05-07,Active,FALSE,157025.99,FALSE
ACC10579,CUST10579,State Bank of India,Savings,SBIN001212,2017-04-11,Active,FALSE,437981.66,TRUE
ACC10580,CUST10580,Canara Bank,Salary,CNRB007025,2021-02-16,Active,TRUE,85904.85,TRUE
ACC10581,CUST10581,Axis Bank,Current,UTIB005819,2016-12-27,Blocked,TRUE,233214.53,TRUE
ACC10582,CUST10582,HDFC Bank,Savings,HDFC007180,2019-10-22,Active,FALSE,32075.87,TRUE
ACC10583,CUST10583,Kotak Mahindra Bank,Savings,KKBK001092,2020-03-25,Active,TRUE,62160.29,TRUE
ACC10584,CUST10584,State Bank of India,Current,SBIN005934,2023-11-10,Active,FALSE,60003.77,TRUE
ACC10585,CUST10585,IndusInd Bank,Savings,INDB009608,2017-01-23,Active,FALSE,119681.12,TRUE
ACC10586,CUST10586,IDFC FIRST Bank,Current,IDFB009798,2016-01-12,Active,FALSE,142272.57,TRUE
ACC10587,CUST10587,IndusInd Bank,Savings,INDB006911,2017-06-13,Inactive,FALSE,87722.17,TRUE
ACC10588,CUST10588,IDFC FIRST Bank,Savings,IDFB001144,2022-07-02,Active,FALSE,23520.49,TRUE
ACC10589,CUST10589,YES Bank,Savings,YESB004994,2022-08-27,Active,FALSE,72218.64,TRUE
ACC10590,CUST10590,HDFC Bank,Savings,HDFC007322,2021-01-21,Active,FALSE,12887.98,TRUE
ACC10591,CUST10591,IndusInd Bank,Salary,INDB009426,2019-12-31,Active,TRUE,116743.04,TRUE
ACC10592,CUST10592,IndusInd Bank,Savings,INDB009419,2016-01-29,Active,FALSE,139443.48,TRUE
ACC10593,CUST10593,State Bank of India,Savings,SBIN002072,2022-07-08,Active,TRUE,153337.74,TRUE
ACC10594,CUST10594,Axis Bank,Current,UTIB009810,2022-04-02,Active,TRUE,260762.96,TRUE
ACC10595,CUST10595,Union Bank of India,Savings,UBIN006434,2015-12-25,Active,FALSE,19130.65,TRUE
ACC10596,CUST10596,HDFC Bank,Savings,HDFC004729,2019-07-28,Active,FALSE,64867.47,TRUE
ACC10597,CUST10597,State Bank of India,Savings,SBIN007381,2020-12-30,Active,FALSE,58610.57,TRUE
ACC10598,CUST10598,Union Bank of India,Savings,UBIN001745,2019-01-05,Active,TRUE,360710.92,TRUE
ACC10599,CUST10599,HDFC Bank,Current,HDFC005612,2019-04-12,Active,FALSE,197118.52,TRUE
ACC10600,CUST10600,ICICI Bank,Salary,ICIC007406,2018-04-23,Inactive,TRUE,96652.3,TRUE
ACC10601,CUST10601,Union Bank of India,Savings,UBIN007113,2021-03-17,Active,TRUE,57244.97,TRUE
ACC10602,CUST10602,Punjab National Bank,Salary,PUNB009800,2015-12-15,Active,TRUE,57932.81,TRUE
ACC10603,CUST10603,IndusInd Bank,Current,INDB004469,2022-03-30,Active,FALSE,35147.32,TRUE
ACC10604,CUST10604,YES Bank,Savings,YESB005140,2016-04-14,Active,FALSE,78620.08,TRUE
ACC10605,CUST10605,IDFC FIRST Bank,Salary,IDFB008557,2015-10-27,Active,TRUE,23715.8,TRUE
ACC10606,CUST10606,Union Bank of India,Savings,UBIN008982,2019-01-02,Active,FALSE,115080.65,TRUE
ACC10607,CUST10607,YES Bank,Savings,YESB002143,2018-07-25,Active,TRUE,159069.98,TRUE
ACC10608,CUST10608,ICICI Bank,Savings,ICIC006971,2019-10-21,Active,FALSE,63812.08,TRUE
ACC10609,CUST10609,Union Bank of India,Savings,UBIN008145,2019-01-12,Active,FALSE,75397.12,TRUE
ACC10610,CUST10610,Bank of Baroda,Savings,BARB008296,2023-09-09,Active,TRUE,46141.85,TRUE
ACC10611,CUST10611,Kotak Mahindra Bank,Salary,KKBK003293,2017-03-15,Active,TRUE,265015.21,TRUE
ACC10612,CUST10612,HDFC Bank,Salary,HDFC001305,2022-01-31,Active,TRUE,103778.38,TRUE
ACC10613,CUST10613,YES Bank,Savings,YESB004485,2021-03-09,Active,FALSE,218912.41,TRUE
ACC10614,CUST10614,ICICI Bank,Current,ICIC006993,2017-07-03,Active,FALSE,69975.12,TRUE
ACC10615,CUST10615,ICICI Bank,Salary,ICIC008613,2020-09-21,Active,TRUE,54913.87,TRUE
ACC10616,CUST10616,Axis Bank,Salary,UTIB003717,2016-07-28,Active,TRUE,46283.02,FALSE
ACC10617,CUST10617,Canara Bank,Current,CNRB003395,2019-01-09,Active,FALSE,63016.78,TRUE
ACC10618,CUST10618,Axis Bank,Savings,UTIB001701,2020-10-22,Active,FALSE,26936.08,TRUE
ACC10619,CUST10619,Bank of Baroda,Savings,BARB001760,2022-04-10,Active,FALSE,114838.02,TRUE
ACC10620,CUST10620,Kotak Mahindra Bank,Salary,KKBK005314,2021-02-07,Active,TRUE,83544.74,TRUE
ACC10621,CUST10621,YES Bank,Salary,YESB002275,2017-10-27,Active,TRUE,83282.57,TRUE
ACC10622,CUST10622,IndusInd Bank,Current,INDB006653,2023-11-21,Active,FALSE,50253.19,TRUE
ACC10623,CUST10623,ICICI Bank,Savings,ICIC008207,2017-07-31,Active,FALSE,86108.11,TRUE
ACC10624,CUST10624,ICICI Bank,Savings,ICIC003578,2021-10-01,Active,TRUE,53411.08,TRUE
ACC10625,CUST10625,Union Bank of India,Current,UBIN002856,2022-07-28,Active,TRUE,55079.19,TRUE
ACC10626,CUST10626,State Bank of India,Savings,SBIN004992,2016-06-07,Active,FALSE,38333.82,TRUE
ACC10627,CUST10627,State Bank of India,Savings,SBIN003406,2016-11-12,Active,TRUE,222179.94,TRUE
ACC10628,CUST10628,YES Bank,Savings,YESB001305,2015-12-18,Active,FALSE,150107.41,TRUE
ACC10629,CUST10629,Axis Bank,Salary,UTIB007730,2016-08-07,Active,TRUE,71673.53,TRUE
ACC10630,CUST10630,Canara Bank,Savings,CNRB009369,2016-11-17,Active,FALSE,37706.8,TRUE
ACC10631,CUST10631,YES Bank,Savings,YESB002127,2019-03-30,Active,FALSE,19099.02,TRUE
ACC10632,CUST10632,IDFC FIRST Bank,Savings,IDFB007877,2021-10-16,Active,FALSE,27341.72,TRUE
ACC10633,CUST10633,State Bank of India,Salary,SBIN009706,2023-06-09,Active,TRUE,113355.02,TRUE
ACC10634,CUST10634,YES Bank,Savings,YESB009835,2023-09-09,Active,FALSE,26052.24,TRUE
ACC10635,CUST10635,State Bank of India,Current,SBIN009680,2017-07-28,Active,FALSE,72790.4,TRUE
ACC10636,CUST10636,IndusInd Bank,Current,INDB002600,2016-07-02,Active,FALSE,452930.51,TRUE
ACC10637,CUST10637,YES Bank,Current,YESB009908,2017-11-21,Active,FALSE,159677.58,TRUE
ACC10638,CUST10638,HDFC Bank,Savings,HDFC009515,2019-03-17,Active,FALSE,105035.85,TRUE
ACC10639,CUST10639,IndusInd Bank,Savings,INDB002746,2019-10-12,Active,FALSE,30013.87,TRUE
ACC10640,CUST10640,Punjab National Bank,Salary,PUNB006990,2018-02-02,Blocked,TRUE,78592.66,TRUE
ACC10641,CUST10641,IDFC FIRST Bank,Savings,IDFB008904,2019-02-25,Active,FALSE,38808.68,FALSE
ACC10642,CUST10642,YES Bank,Current,YESB006641,2023-04-02,Active,FALSE,133295.21,TRUE
ACC10643,CUST10643,Axis Bank,Savings,UTIB008317,2016-02-15,Active,FALSE,68017.18,TRUE
ACC10644,CUST10644,IDFC FIRST Bank,Savings,IDFB001852,2019-05-13,Inactive,TRUE,34601.78,TRUE
ACC10645,CUST10645,YES Bank,Savings,YESB008133,2015-09-20,Active,FALSE,60953.57,TRUE
ACC10646,CUST10646,Union Bank of India,Current,UBIN007296,2021-11-19,Active,FALSE,45017.96,FALSE
ACC10647,CUST10647,State Bank of India,Current,SBIN003871,2019-12-04,Active,FALSE,86121.77,FALSE
ACC10648,CUST10648,IDFC FIRST Bank,Savings,IDFB005685,2015-05-18,Active,FALSE,81217.63,TRUE
ACC10649,CUST10649,YES Bank,Savings,YESB003776,2019-01-13,Active,TRUE,74353.65,FALSE
ACC10650,CUST10650,Punjab National Bank,Current,PUNB006785,2019-07-19,Active,FALSE,77292.68,TRUE
ACC10651,CUST10651,HDFC Bank,Salary,HDFC002477,2018-03-11,Active,TRUE,51184.53,TRUE
ACC10652,CUST10652,IndusInd Bank,Savings,INDB005530,2021-10-19,Inactive,FALSE,56167.32,TRUE
ACC10653,CUST10653,State Bank of India,Savings,SBIN005277,2019-07-26,Active,TRUE,151856.24,TRUE
ACC10654,CUST10654,HDFC Bank,Savings,HDFC009409,2021-01-12,Active,TRUE,160109.79,FALSE
ACC10655,CUST10655,YES Bank,Savings,YESB008923,2023-06-30,Active,FALSE,130257.91,TRUE
ACC10656,CUST10656,State Bank of India,Savings,SBIN008896,2017-11-22,Active,FALSE,186256.7,TRUE
ACC10657,CUST10657,Axis Bank,Current,UTIB006172,2018-12-17,Active,TRUE,148148.33,TRUE
ACC10658,CUST10658,HDFC Bank,Savings,HDFC007536,2015-11-08,Active,FALSE,40508.68,TRUE
ACC10659,CUST10659,Axis Bank,Savings,UTIB005408,2023-05-15,Active,FALSE,171660.21,TRUE
ACC10660,CUST10660,Union Bank of India,Savings,UBIN004965,2017-04-26,Active,FALSE,230661.01,TRUE
ACC10661,CUST10661,HDFC Bank,Savings,HDFC002964,2022-07-31,Inactive,FALSE,65678.46,TRUE
ACC10662,CUST10662,IDFC FIRST Bank,Current,IDFB001692,2019-03-01,Active,TRUE,324596.69,TRUE
ACC10663,CUST10663,Kotak Mahindra Bank,Savings,KKBK009041,2023-07-28,Active,TRUE,58620.42,TRUE
ACC10664,CUST10664,State Bank of India,Current,SBIN009613,2020-05-13,Active,TRUE,74094.55,TRUE
ACC10665,CUST10665,ICICI Bank,Savings,ICIC008490,2022-10-31,Active,TRUE,38088.46,TRUE
ACC10666,CUST10666,Punjab National Bank,Savings,PUNB002650,2019-01-21,Active,TRUE,264119.27,TRUE
ACC10667,CUST10667,Bank of Baroda,Savings,BARB006621,2017-01-23,Active,FALSE,28724.27,TRUE
ACC10668,CUST10668,IndusInd Bank,Current,INDB006981,2018-02-19,Active,FALSE,68112.36,FALSE
ACC10669,CUST10669,Canara Bank,Savings,CNRB004744,2023-01-31,Active,FALSE,35328.31,TRUE
ACC10670,CUST10670,Punjab National Bank,Savings,PUNB004212,2023-12-21,Inactive,FALSE,32309.98,TRUE
ACC10671,CUST10671,ICICI Bank,Current,ICIC007906,2016-07-04,Blocked,FALSE,129776.05,TRUE
ACC10672,CUST10672,Union Bank of India,Current,UBIN006172,2018-05-13,Active,FALSE,38024.26,TRUE
ACC10673,CUST10673,ICICI Bank,Savings,ICIC001983,2017-11-07,Active,FALSE,91325.61,TRUE
ACC10674,CUST10674,IndusInd Bank,Salary,INDB006903,2021-04-02,Active,TRUE,55672.03,TRUE
ACC10675,CUST10675,HDFC Bank,Salary,HDFC006752,2017-03-25,Active,TRUE,66627.95,TRUE
ACC10676,CUST10676,Kotak Mahindra Bank,Savings,KKBK006818,2022-07-20,Active,FALSE,143604.64,TRUE
ACC10677,CUST10677,YES Bank,Current,YESB005694,2022-01-31,Inactive,FALSE,271408.61,FALSE
ACC10678,CUST10678,Punjab National Bank,Savings,PUNB007631,2015-11-21,Active,FALSE,19575.65,TRUE
ACC10679,CUST10679,Kotak Mahindra Bank,Salary,KKBK005382,2022-03-25,Active,TRUE,114632.4,TRUE
ACC10680,CUST10680,IndusInd Bank,Current,INDB009535,2019-08-23,Active,FALSE,122855.86,TRUE
ACC10681,CUST10681,Axis Bank,Savings,UTIB005122,2017-05-12,Active,FALSE,28962.97,TRUE
ACC10682,CUST10682,Bank of Baroda,Savings,BARB009985,2015-04-18,Active,FALSE,97848.87,FALSE
ACC10683,CUST10683,HDFC Bank,Salary,HDFC005300,2016-09-28,Active,TRUE,146008.36,TRUE
ACC10684,CUST10684,Axis Bank,Savings,UTIB005053,2019-12-21,Active,FALSE,19802.39,TRUE
ACC10685,CUST10685,State Bank of India,Savings,SBIN001575,2018-08-25,Active,TRUE,197559.97,FALSE
ACC10686,CUST10686,IDFC FIRST Bank,Savings,IDFB008288,2022-10-28,Active,TRUE,130309.48,TRUE
ACC10687,CUST10687,YES Bank,Salary,YESB008126,2022-03-05,Active,TRUE,43245.69,TRUE
ACC10688,CUST10688,IDFC FIRST Bank,Savings,IDFB004721,2019-12-15,Active,FALSE,34000.1,TRUE
ACC10689,CUST10689,State Bank of India,Salary,SBIN001001,2023-07-03,Active,TRUE,112734.75,TRUE
ACC10690,CUST10690,State Bank of India,Current,SBIN009059,2018-05-12,Active,TRUE,77334.52,TRUE
ACC10691,CUST10691,State Bank of India,Savings,SBIN009981,2017-02-11,Active,FALSE,91079.17,TRUE
ACC10692,CUST10692,ICICI Bank,Current,ICIC007385,2017-06-22,Active,FALSE,65221.06,TRUE
ACC10693,CUST10693,YES Bank,Savings,YESB005454,2022-04-10,Active,FALSE,70760.6,TRUE
ACC10694,CUST10694,HDFC Bank,Savings,HDFC003988,2018-04-01,Active,FALSE,75555.2,TRUE
ACC10695,CUST10695,Union Bank of India,Savings,UBIN009060,2018-08-06,Active,TRUE,162964.42,TRUE
ACC10696,CUST10696,HDFC Bank,Savings,HDFC005622,2016-05-27,Active,FALSE,124876.73,TRUE
ACC10697,CUST10697,Bank of Baroda,Savings,BARB004558,2019-09-18,Active,FALSE,92894.08,FALSE
ACC10698,CUST10698,Bank of Baroda,Savings,BARB001519,2015-11-25,Active,FALSE,85304.15,TRUE
ACC10699,CUST10699,Punjab National Bank,Salary,PUNB002169,2020-04-09,Active,TRUE,75989.68,TRUE
ACC10700,CUST10700,Punjab National Bank,Savings,PUNB001206,2023-08-13,Active,TRUE,196644.89,TRUE
ACC10701,CUST10701,State Bank of India,Current,SBIN004263,2023-03-31,Active,FALSE,60997.0,FALSE
ACC10702,CUST10702,Bank of Baroda,Savings,BARB007375,2018-08-16,Active,FALSE,252213.15,TRUE
ACC10703,CUST10703,HDFC Bank,Current,HDFC005150,2022-02-28,Active,FALSE,33427.4,TRUE
ACC10704,CUST10704,Canara Bank,Savings,CNRB004568,2017-08-24,Active,FALSE,56214.61,TRUE
ACC10705,CUST10705,Kotak Mahindra Bank,Current,KKBK002960,2023-11-07,Active,FALSE,102008.15,TRUE
ACC10706,CUST10706,Union Bank of India,Salary,UBIN008786,2016-09-26,Active,TRUE,47200.02,TRUE
ACC10707,CUST10707,HDFC Bank,Savings,HDFC006544,2015-09-02,Active,TRUE,109890.02,TRUE
ACC10708,CUST10708,Bank of Baroda,Savings,BARB004812,2021-04-06,Active,FALSE,348199.43,TRUE
ACC10709,CUST10709,Axis Bank,Current,UTIB001349,2019-01-07,Active,TRUE,27500.44,TRUE
ACC10710,CUST10710,IDFC FIRST Bank,Salary,IDFB005828,2022-10-26,Active,TRUE,31701.68,TRUE
ACC10711,CUST10711,IndusInd Bank,Savings,INDB008674,2021-09-18,Active,FALSE,37340.37,TRUE
ACC10712,CUST10712,ICICI Bank,Savings,ICIC008362,2017-12-14,Active,FALSE,34184.53,TRUE
ACC10713,CUST10713,IDFC FIRST Bank,Savings,IDFB007210,2015-03-18,Active,TRUE,215897.67,TRUE
ACC10714,CUST10714,HDFC Bank,Current,HDFC009830,2017-02-16,Active,TRUE,305575.15,TRUE
ACC10715,CUST10715,IndusInd Bank,Savings,INDB007714,2016-03-28,Active,FALSE,89112.7,TRUE
ACC10716,CUST10716,ICICI Bank,Savings,ICIC003926,2017-04-07,Active,TRUE,20291.65,TRUE
ACC10717,CUST10717,Punjab National Bank,Salary,PUNB009026,2021-12-30,Active,TRUE,76651.73,TRUE
ACC10718,CUST10718,YES Bank,Savings,YESB002161,2017-05-04,Active,FALSE,250343.81,TRUE
ACC10719,CUST10719,Canara Bank,Savings,CNRB001994,2021-04-04,Active,FALSE,135423.25,TRUE
ACC10720,CUST10720,Union Bank of India,Salary,UBIN001955,2017-12-24,Active,TRUE,137787.58,TRUE
ACC10721,CUST10721,HDFC Bank,Salary,HDFC004537,2016-02-02,Active,TRUE,83660.24,TRUE
ACC10722,CUST10722,Axis Bank,Savings,UTIB009621,2021-05-23,Active,TRUE,205004.07,TRUE
ACC10723,CUST10723,HDFC Bank,Current,HDFC006864,2022-11-17,Active,FALSE,103126.22,TRUE
ACC10724,CUST10724,ICICI Bank,Salary,ICIC007579,2018-10-14,Active,TRUE,64271.41,TRUE
ACC10725,CUST10725,IndusInd Bank,Salary,INDB006163,2018-08-22,Active,TRUE,54253.2,TRUE
ACC10726,CUST10726,Union Bank of India,Salary,UBIN006299,2017-09-12,Active,TRUE,91565.01,TRUE
ACC10727,CUST10727,Union Bank of India,Savings,UBIN005162,2020-01-28,Active,FALSE,73037.08,TRUE
ACC10728,CUST10728,Kotak Mahindra Bank,Salary,KKBK001267,2016-07-07,Blocked,TRUE,51268.68,TRUE
ACC10729,CUST10729,Axis Bank,Savings,UTIB004519,2015-03-30,Active,FALSE,162697.13,TRUE
ACC10730,CUST10730,IDFC FIRST Bank,Savings,IDFB003534,2015-06-04,Active,FALSE,24386.05,TRUE
ACC10731,CUST10731,YES Bank,Savings,YESB005093,2017-11-15,Active,FALSE,23169.76,TRUE
ACC10732,CUST10732,Axis Bank,Savings,UTIB002264,2023-11-22,Active,FALSE,50287.08,TRUE
ACC10733,CUST10733,Union Bank of India,Salary,UBIN002562,2022-03-15,Active,TRUE,137203.35,TRUE
ACC10734,CUST10734,HDFC Bank,Savings,HDFC001916,2018-11-26,Active,TRUE,222821.55,TRUE
ACC10735,CUST10735,Axis Bank,Current,UTIB001187,2015-08-10,Active,TRUE,121666.51,TRUE
ACC10736,CUST10736,IDFC FIRST Bank,Savings,IDFB004617,2015-07-26,Active,FALSE,182292.09,TRUE
ACC10737,CUST10737,YES Bank,Savings,YESB009269,2017-06-28,Active,FALSE,91676.3,TRUE
ACC10738,CUST10738,Bank of Baroda,Salary,BARB001807,2019-06-24,Active,TRUE,100030.69,TRUE
ACC10739,CUST10739,Union Bank of India,Savings,UBIN003136,2020-05-23,Active,FALSE,53973.51,TRUE
ACC10740,CUST10740,Axis Bank,Savings,UTIB009589,2017-09-19,Active,FALSE,73820.26,TRUE
ACC10741,CUST10741,YES Bank,Savings,YESB002467,2022-07-14,Active,FALSE,55082.12,TRUE
ACC10742,CUST10742,IndusInd Bank,Savings,INDB001396,2016-11-24,Blocked,FALSE,63613.4,FALSE
